"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","logSalePrice","GarageCars_f","pool_yn","porch_yn","Fence_f","WoodDeckSF_group","OpenPorchSF_group","EnclosedPorch_group","MiscVal_group","X2ndFlrSFDIV1st","TotalBath","BedroomAbvGr4plus","KitchenQual.Fac","KitchenQual.FacNum","TotRmsAbvGrd10plus","FireplaceY","GarageTypeY","GarageCars.Fac","GarageCars3plus","GarageCond.Fac","GarageCond.N","PavedDrive.Fac","PavedDriveY","MSSubClass_group","YearBuilt.b","YearRemodAdd.b","RoofStyleY","RoofMatl.n","Exterior1st.n","Exterior2nd.n","MasVnrType.n","MasVnrArea.b","ExterQual.n","ExterCond.n","Foundation.n","BsmtQual.n","BsmtCond.n","BsmtExposure.n","BsmtFinType1.n","BsmtFinSF1.b","BsmtFinType2.n","BsmtFinSF2.b","BsmtUnfSF.b","TotalBsmtSF.b","Heating.n","HeatingQC.n","CentralAir.n","Electrical.n"
"338",338,20,"RL",70,9135,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2002,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",113,"Gd","TA","PConc","Gd","TA","Av","GLQ",810,"Unf",0,726,1536,"GasA","Ex","Y","SBrkr",1536,0,0,1536,1,0,2,0,3,1,"Gd",7,"Typ",0,NA,"Attchd",2002,"RFn",2,532,"TA","TA","Y",192,74,0,0,0,0,NA,NA,NA,0,12,2008,"WD","Normal",214000,12.273731294004,"2",0,0,NA,"100-200SF","50-100SF","0-50SF","$0-$200",0,2,3,"Gd",3,7,0,1,"2",3,"TA",3,"Y",1,"0-30",4,5,1,2,13,14,2,1,3,3,3,4,3,3,6,4,1,0,3,7,2,5,1,5
"339",339,20,"RL",91,14145,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,7,1984,1998,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","CBlock","Gd","TA","Mn","ALQ",213,"Unf",0,995,1208,"GasA","Ex","Y","SBrkr",1621,0,0,1621,1,0,2,0,3,1,"Gd",8,"Typ",0,NA,"Attchd",1984,"RFn",2,440,"TA","TA","Y",108,45,0,0,0,0,NA,NA,"Shed",400,5,2006,"WD","Normal",202500,12.2184951655287,"2",0,0,NA,"100-200SF","0-50SF","0-50SF","$200-$400",0,2,3,"Gd",3,8,0,1,"2",3,"TA",3,"Y",1,"0-30",3,4,1,2,14,15,3,0,3,3,2,4,3,2,5,1,1,0,4,5,2,5,1,5
"340",340,20,"RL",66,12400,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","1Story",6,7,1958,1998,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",176,"TA","TA","CBlock","TA","Fa","No","Rec",585,"Unf",0,630,1215,"GasA","TA","Y","FuseA",1215,0,0,1215,0,0,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd",1958,"Unf",1,297,"TA","TA","Y",0,0,0,0,234,0,NA,NA,NA,0,6,2009,"WD","Normal",155000,11.9511803959014,"1",0,0,NA,"0-100SF","0-50SF","0-50SF","$0-$200",0,1,3,"TA",2,6,0,1,"1",2,"TA",3,"Y",1,"0-30",2,4,1,2,14,15,2,1,2,3,2,3,2,1,3,3,1,0,3,5,2,3,1,4
"341",341,60,"RL",85,14191,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","2Story",8,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,967,967,"GasA","Ex","Y","SBrkr",993,915,0,1908,0,0,2,1,4,1,"Gd",9,"Typ",0,NA,"Attchd",2002,"Fin",2,431,"TA","TA","Y",135,0,0,0,0,0,NA,NA,NA,0,4,2010,"WD","Normal",202900,12.2204685258139,"2",0,0,NA,"100-200SF","0-50SF","0-50SF","$0-$200",0.921450151057402,2.5,4,"Gd",3,9,0,1,"2",3,"TA",3,"Y",1,"30-60",4,5,1,2,13,14,3,0,3,3,3,4,3,1,1,0,1,0,4,4,2,5,1,5
"342",342,20,"RH",60,8400,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Feedr","Norm","1Fam","1Story",4,4,1950,1950,"Gable","CompShg","Wd Sdng","AsbShng","None",0,"Fa","Fa","CBlock","TA","Fa","No","Unf",0,"Unf",0,721,721,"GasA","Gd","Y","SBrkr",841,0,0,841,0,0,1,0,2,1,"TA",4,"Typ",0,NA,"CarPort",1950,"Unf",1,294,"TA","TA","N",250,0,24,0,0,0,NA,NA,NA,0,9,2009,"WD","Normal",82000,11.3144745262464,"1",0,0,NA,"200-300SF","0-50SF","0-50SF","$0-$200",0,1,2,"TA",2,4,0,0,"1",2,"TA",3,"N",0,"0-30",2,0,1,2,14,1,3,0,1,2,2,3,2,1,1,0,1,0,3,3,2,4,1,5
"343",343,90,"RL",NA,8544,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","Duplex","1Story",3,4,1949,1950,"Gable","CompShg","Stucco","Stucco","BrkFace",340,"TA","TA","Slab",NA,NA,NA,NA,0,NA,0,0,0,"Wall","Fa","N","FuseA",1040,0,0,1040,0,0,2,0,2,2,"TA",6,"Typ",0,NA,"Detchd",1949,"Unf",2,400,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,5,2006,"WD","Normal",87500,11.3793940723457,"2",0,0,NA,"0-100SF","0-50SF","0-50SF","$0-$200",0,2,2,"TA",2,6,0,0,"2",3,"TA",3,"Y",1,"60-90",2,0,1,2,12,13,2,2,2,3,4,0,0,0,0,0,0,0,0,0,6,2,0,4
"344",344,120,"RL",63,8849,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",9,5,2005,2005,"Hip","CompShg","MetalSd","MetalSd","BrkFace",616,"Ex","TA","PConc","Ex","TA","No","GLQ",28,"Unf",0,1656,1684,"GasA","Ex","Y","SBrkr",1684,0,0,1684,0,0,2,0,2,1,"Ex",6,"Typ",1,"Ex","Attchd",2005,"RFn",2,564,"TA","TA","Y",495,72,0,0,0,0,NA,NA,NA,0,7,2008,"WD","Normal",266000,12.4912515877638,"2",0,0,NA,"> 400SF","50-100SF","0-50SF","$0-$200",0,2,2,"Ex",4,6,1,1,"2",3,"TA",3,"Y",1,"90-200",4,5,1,2,9,9,2,3,4,3,3,5,3,1,6,1,1,0,7,7,2,5,1,5
"345",345,160,"RM",36,2592,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","2Story",5,3,1976,1976,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","Gd","TA","No","Rec",129,"BLQ",232,175,536,"GasA","TA","Y","SBrkr",536,576,0,1112,0,0,1,1,3,1,"TA",4,"Typ",0,NA,"Attchd",1976,"Unf",1,336,"TA","TA","Y",182,0,0,0,0,0,NA,NA,NA,0,4,2010,"WD","Normal",85000,11.3504065354725,"1",0,0,NA,"100-200SF","0-50SF","0-50SF","$0-$200",1.07462686567164,1.5,3,"TA",2,4,0,1,"1",2,"TA",3,"Y",1,"90-200",3,2,1,2,6,6,3,0,2,3,2,4,3,1,3,1,4,1,1,3,2,3,1,5
"346",346,50,"RL",65,6435,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","BrkSide","RRAn","Norm","1Fam","1.5Fin",6,5,1939,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,972,972,"GasA","Gd","Y","SBrkr",972,605,0,1577,0,0,1,0,3,1,"Fa",6,"Typ",1,"Gd","Detchd",1939,"Unf",1,312,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,10,2006,"WD","Normal",140200,11.8508252535826,"1",0,0,NA,"0-100SF","0-50SF","0-50SF","$0-$200",0.622427983539095,1,3,"Fa",1,6,1,0,"1",2,"TA",3,"Y",1,"30-60",2,0,1,2,9,9,3,0,2,3,1,3,3,1,1,0,1,0,4,4,2,4,1,5
"347",347,20,"RL",NA,12772,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,8,1960,1998,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","Mn","BLQ",498,"Unf",0,460,958,"GasA","TA","Y","SBrkr",958,0,0,958,0,0,1,0,2,1,"TA",5,"Typ",0,NA,"Attchd",1960,"RFn",1,301,"TA","TA","Y",0,0,0,0,0,0,NA,NA,"Gar2",15500,4,2007,"WD","Normal",151500,11.9283409039316,"1",0,0,NA,"0-100SF","0-50SF","0-50SF","> $800",0,1,2,"TA",2,5,0,1,"1",2,"TA",3,"Y",1,"0-30",2,4,1,2,9,9,3,0,2,4,2,3,3,2,4,2,1,0,2,4,2,3,1,5
"348",348,20,"RL",NA,17600,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1960,1960,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",30,"TA","TA","CBlock","TA","TA","No","BLQ",1270,"Unf",0,208,1478,"GasA","Ex","Y","FuseA",1478,0,0,1478,1,0,2,0,3,1,"TA",6,"Typ",2,"Gd","Attchd",1960,"Unf",2,498,"TA","TA","Y",0,40,0,0,0,0,NA,NA,NA,0,12,2009,"WD","Normal",157500,11.9671807372478,"2",0,0,NA,"0-100SF","0-50SF","0-50SF","$0-$200",0,2,3,"TA",2,6,1,1,"2",3,"TA",3,"Y",1,"0-30",2,0,1,2,14,15,2,1,2,3,2,3,3,1,4,6,1,0,1,6,2,5,1,4
"349",349,160,"RL",36,2448,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","Twnhs","2Story",7,5,2003,2004,"Gable","CompShg","VinylSd","Wd Shng","Stone",106,"Gd","TA","PConc","Gd","TA","No","GLQ",573,"Unf",0,191,764,"GasA","Ex","Y","SBrkr",764,862,0,1626,1,0,2,1,2,1,"Gd",6,"Typ",0,NA,"BuiltIn",2003,"RFn",2,474,"TA","TA","Y",0,27,0,0,0,0,NA,NA,NA,0,10,2008,"WD","Normal",154000,11.9447078813958,"2",0,0,NA,"0-100SF","0-50SF","0-50SF","$0-$200",1.1282722513089,2.5,2,"Gd",3,6,0,1,"2",3,"TA",3,"Y",1,"90-200",4,5,1,2,13,16,4,1,3,3,3,4,3,1,6,3,1,0,1,4,2,5,1,5
"350",350,60,"RL",56,20431,"Pave",NA,"IR2","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5,2005,2006,"Hip","CompShg","CemntBd","CmentBd","BrkFace",870,"Ex","TA","PConc","Ex","TA","No","GLQ",1410,"Unf",0,438,1848,"GasA","Ex","Y","SBrkr",1848,880,0,2728,1,0,2,1,4,1,"Ex",10,"Typ",2,"Ex","Attchd",2006,"Fin",3,706,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,4,2006,"New","Partial",437154,12.9880408147445,"3",0,0,NA,"0-100SF","0-50SF","0-50SF","$0-$200",0.476190476190476,2.5,4,"Ex",4,10,1,1,"3",4,"TA",3,"Y",1,"30-60",4,5,1,2,6,6,2,3,4,3,3,5,3,1,6,6,1,0,2,8,2,5,1,5
"351",351,120,"RL",68,7820,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",9,5,2007,2007,"Hip","CompShg","MetalSd","MetalSd","BrkFace",362,"Ex","TA","PConc","Ex","TA","No","Unf",0,"Unf",0,1869,1869,"GasA","Ex","Y","SBrkr",1869,0,0,1869,0,0,2,0,2,1,"Ex",6,"Typ",1,"Gd","Attchd",2007,"RFn",2,617,"TA","TA","Y",210,54,0,0,0,0,NA,NA,NA,0,12,2007,"New","Partial",318061,12.6699984672658,"2",0,0,NA,"200-300SF","50-100SF","0-50SF","$0-$200",0,2,2,"Ex",4,6,1,1,"2",3,"TA",3,"Y",1,"90-200",4,5,1,2,9,9,2,2,4,3,3,5,3,1,1,0,1,0,8,8,2,5,1,5
"352",352,120,"RL",NA,5271,"Pave",NA,"IR1","Low","AllPub","Inside","Mod","ClearCr","Norm","Norm","1Fam","1Story",7,5,1986,1986,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","Gd","TA","Gd","GLQ",1082,"Unf",0,371,1453,"GasA","Gd","Y","SBrkr",1453,0,0,1453,1,0,1,1,2,1,"Gd",6,"Typ",1,"TA","Attchd",1986,"RFn",2,445,"TA","TA","Y",0,80,0,0,184,0,NA,NA,NA,0,12,2006,"WD","Abnorml",190000,12.1547793511426,"2",0,0,NA,"0-100SF","50-100SF","0-50SF","$0-$200",0,1.5,2,"Gd",3,6,1,1,"2",3,"TA",3,"Y",1,"90-200",3,3,1,2,14,15,3,0,2,3,3,4,3,4,6,5,1,0,2,6,2,4,1,5
"353",353,50,"RL",60,9084,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Artery","Norm","1Fam","1.5Fin",5,6,1941,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","Fa","Mn","LwQ",236,"Rec",380,0,616,"GasA","TA","N","SBrkr",616,495,0,1111,0,1,1,0,3,1,"TA",5,"Typ",0,NA,"Detchd",1941,"Unf",1,200,"TA","Fa","Y",48,0,0,0,0,0,NA,NA,NA,0,3,2008,"ConLw","Normal",95000,11.4616321705827,"1",0,0,NA,"0-100SF","0-50SF","0-50SF","$0-$200",0.803571428571429,1,3,"TA",2,5,0,0,"1",2,"Fa",2,"Y",1,"30-60",2,0,1,2,13,14,3,0,2,3,2,3,2,2,2,1,3,2,0,3,2,3,0,5
"354",354,30,"RM",60,8520,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",6,8,1928,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","BrkTil","TA","TA","No","Unf",0,"Unf",0,624,624,"GasA","Gd","Y","SBrkr",720,0,0,720,0,0,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd",2005,"Unf",2,484,"TA","TA","Y",106,0,0,0,0,0,NA,NA,NA,0,5,2010,"WD","Normal",105900,11.5702505315895,"2",0,0,NA,"100-200SF","0-50SF","0-50SF","$0-$200",0,1,2,"TA",2,5,0,0,"2",3,"TA",3,"Y",1,"0-30",1,5,1,2,13,14,3,0,2,4,1,3,3,1,1,0,1,0,3,3,2,4,1,5
"355",355,50,"RL",60,8400,"Pave",NA,"Reg","Bnk","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","1.5Fin",6,5,1940,2000,"Gable","CompShg","Wd Sdng","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",388,"Unf",0,552,940,"GasA","Ex","Y","SBrkr",1192,403,0,1595,0,0,1,0,2,1,"TA",6,"Typ",2,"Gd","Attchd",1940,"Unf",1,240,"TA","TA","Y",0,0,108,0,0,0,NA,NA,NA,0,6,2006,"WD","Normal",140000,11.8493977015914,"1",0,0,NA,"0-100SF","0-50SF","100-150SF","$0-$200",0.338087248322148,1,2,"TA",2,6,1,1,"1",2,"TA",3,"Y",1,"30-60",2,4,1,2,14,9,3,0,2,3,2,3,3,1,2,2,1,0,3,4,2,5,1,5
"356",356,20,"RL",105,11249,"Pave",NA,"IR2","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",6,5,1995,1995,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","Gd","PConc","Gd","Gd","No","ALQ",334,"BLQ",544,322,1200,"GasA","Ex","Y","SBrkr",1200,0,0,1200,1,0,2,0,3,1,"Gd",6,"Typ",0,NA,"Attchd",1995,"RFn",2,521,"TA","TA","Y",0,26,0,0,0,0,NA,NA,NA,0,8,2007,"WD","Normal",177500,12.0867258878976,"2",0,0,NA,"0-100SF","0-50SF","0-50SF","$0-$200",0,2,3,"Gd",3,6,0,1,"2",3,"TA",3,"Y",1,"0-30",4,4,1,2,13,14,3,0,3,4,3,4,4,1,5,2,4,3,2,5,2,5,1,5
"357",357,20,"RL",NA,9248,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","1Story",6,6,1992,1992,"Gable","CompShg","HdBoard","HdBoard","BrkFace",106,"TA","TA","PConc","Gd","TA","No","GLQ",560,"Unf",0,598,1158,"GasA","Gd","Y","SBrkr",1167,0,0,1167,1,0,2,0,3,1,"Gd",6,"Typ",0,NA,"Attchd",1992,"RFn",2,400,"TA","TA","Y",120,26,0,0,0,0,NA,NA,NA,0,7,2009,"WD","Normal",173000,12.0610468734799,"2",0,0,NA,"100-200SF","0-50SF","0-50SF","$0-$200",0,2,3,"Gd",3,6,0,1,"2",3,"TA",3,"Y",1,"0-30",4,4,1,2,7,7,2,1,2,3,3,4,3,1,6,3,1,0,3,5,2,4,1,5
"358",358,120,"RM",44,4224,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","1Story",5,5,1976,1976,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","PConc","Gd","TA","No","ALQ",874,"Unf",0,268,1142,"GasA","TA","Y","SBrkr",1142,0,0,1142,1,0,1,1,3,1,"TA",6,"Typ",1,"Po","Attchd",1976,"Fin",2,528,"TA","TA","Y",536,90,0,0,0,0,NA,"MnPrv",NA,0,8,2007,"WD","Normal",134000,11.805595078933,"2",0,0,"MnPrv","> 400SF","50-100SF","0-50SF","$0-$200",0,1.5,3,"TA",2,6,1,1,"2",3,"TA",3,"Y",1,"90-200",3,2,1,2,6,6,3,0,2,3,3,4,3,1,5,4,1,0,2,5,2,3,1,5
"359",359,80,"RL",92,6930,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","ClearCr","Norm","Norm","1Fam","SLvl",5,4,1958,1958,"Hip","CompShg","Wd Sdng","ImStucc","BrkFace",120,"TA","TA","CBlock","TA","TA","Av","BLQ",300,"Rec",294,468,1062,"GasA","Ex","Y","FuseF",1352,0,0,1352,0,1,1,0,3,1,"Gd",6,"Min2",0,NA,"BuiltIn",1958,"Unf",1,288,"TA","TA","Y",168,0,294,0,0,0,NA,NA,NA,0,7,2006,"WD","Abnorml",130000,11.7752897294377,"1",0,0,NA,"100-200SF","0-50SF","> 200SF","$0-$200",0,1,3,"Gd",3,6,0,1,"1",2,"TA",3,"Y",1,"60-90",2,0,1,2,14,8,2,1,2,3,2,3,3,3,4,2,3,2,2,5,2,5,1,3
"360",360,60,"RL",78,12011,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",530,"Gd","TA","PConc","Gd","TA","Av","GLQ",956,"Unf",0,130,1086,"GasA","Ex","Y","SBrkr",1086,838,0,1924,1,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",1998,"RFn",2,592,"TA","TA","Y",208,75,0,0,374,0,NA,NA,NA,0,6,2006,"WD","Normal",280000,12.5425448821514,"2",0,0,NA,"200-300SF","50-100SF","0-50SF","$0-$200",0.771639042357274,2.5,3,"Gd",3,7,1,1,"2",3,"TA",3,"Y",1,"30-60",4,4,1,2,13,14,2,2,3,3,3,4,3,3,6,4,1,0,1,5,2,5,1,5
"361",361,85,"RL",NA,7540,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Mitchel","Norm","Norm","1Fam","SFoyer",6,6,1978,1978,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Gd","TA","Av","GLQ",773,"Unf",0,115,888,"GasA","Ex","Y","SBrkr",912,0,0,912,1,0,1,0,2,1,"TA",5,"Typ",1,"TA","Attchd",1978,"RFn",2,470,"TA","TA","Y",0,0,0,0,192,0,NA,"MnPrv",NA,0,6,2007,"WD","Normal",156000,11.9576112862317,"2",0,0,"MnPrv","0-100SF","0-50SF","0-50SF","$0-$200",0,1,2,"TA",2,5,1,1,"2",3,"TA",3,"Y",1,"60-90",3,2,1,2,13,14,3,0,2,3,2,4,3,3,6,4,1,0,1,4,2,5,1,5
"362",362,50,"RL",NA,9144,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,5,1940,1982,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",399,"Unf",0,484,883,"GasA","Gd","Y","SBrkr",988,517,0,1505,1,0,1,0,3,1,"TA",8,"Typ",0,NA,"Detchd",1940,"Unf",1,240,"TA","TA","N",0,0,0,0,0,0,NA,NA,NA,0,7,2008,"WD","Normal",145000,11.8844890214027,"1",0,0,NA,"0-100SF","0-50SF","0-50SF","$0-$200",0.523279352226721,1,3,"TA",2,8,0,0,"1",2,"TA",3,"N",0,"30-60",2,3,1,2,9,9,3,0,2,3,2,3,3,1,3,2,1,0,2,4,2,4,1,5
"363",363,85,"RL",64,7301,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","SFoyer",7,5,2003,2003,"Gable","CompShg","HdBoard","HdBoard","BrkFace",500,"Gd","TA","Slab",NA,NA,NA,NA,0,NA,0,0,0,"GasA","Ex","Y","SBrkr",495,1427,0,1922,0,0,3,0,4,1,"Gd",7,"Typ",1,"Ex","BuiltIn",2003,"RFn",2,672,"TA","TA","Y",0,0,177,0,0,0,NA,NA,NA,0,7,2009,"ConLD","Normal",198500,12.1985443791094,"2",0,0,NA,"0-100SF","0-50SF","150-200SF","$0-$200",2.88282828282828,3,4,"Gd",3,7,1,1,"2",3,"TA",3,"Y",1,"60-90",4,5,1,2,7,7,2,2,3,3,4,0,0,0,0,0,0,0,0,0,2,5,1,5
"364",364,160,"RM",21,1680,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",6,8,1972,2007,"Gable","CompShg","HdBoard","HdBoard","BrkFace",510,"TA","TA","CBlock","TA","TA","No","ALQ",162,"Unf",0,321,483,"GasA","Gd","Y","SBrkr",483,504,0,987,0,0,1,1,2,1,"Gd",5,"Typ",0,NA,"Detchd",1972,"Unf",1,264,"TA","TA","Y",250,0,0,0,0,0,NA,NA,NA,0,5,2009,"WD","Normal",118000,11.6784399034478,"1",0,0,NA,"200-300SF","0-50SF","0-50SF","$0-$200",1.04347826086957,1.5,2,"Gd",3,5,0,0,"1",2,"TA",3,"Y",1,"90-200",3,5,1,2,7,7,2,2,2,3,2,3,3,1,5,1,1,0,2,2,2,4,1,5
"365",365,60,"RL",NA,18800,"Pave",NA,"IR1","Lvl","AllPub","FR2","Gtl","NWAmes","Norm","Norm","1Fam","2Story",6,5,1976,1976,"Gable","CompShg","HdBoard","HdBoard","BrkFace",120,"TA","TA","PConc","Gd","TA","Mn","GLQ",712,"Unf",0,84,796,"GasA","TA","Y","SBrkr",790,784,0,1574,1,0,2,1,3,1,"TA",6,"Typ",1,"TA","Attchd",1976,"Fin",2,566,"TA","TA","Y",306,111,0,0,0,0,NA,NA,NA,0,7,2006,"WD","Normal",190000,12.1547793511426,"2",0,0,NA,"300-400SF","100-150SF","0-50SF","$0-$200",0.992405063291139,2.5,3,"TA",2,6,1,1,"2",3,"TA",3,"Y",1,"30-60",3,2,1,2,7,7,2,1,2,3,3,4,3,2,6,3,1,0,1,4,2,3,1,5
"366",366,70,"RM",59,10690,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","2Story",5,7,1920,1997,"Hip","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","Fa","No","Rec",456,"Unf",0,216,672,"GasA","Gd","Y","FuseA",672,672,0,1344,0,0,1,0,3,1,"TA",6,"Typ",0,NA,"Detchd",1964,"Unf",1,468,"TA","Fa","Y",0,128,218,0,0,0,NA,NA,NA,0,7,2009,"WD","Normal",147000,11.8981878657609,"1",0,0,NA,"0-100SF","100-150SF","> 200SF","$0-$200",1,1,3,"TA",2,6,0,0,"1",2,"Fa",2,"Y",1,"60-90",1,4,1,2,13,14,3,0,2,4,2,3,2,1,3,2,1,0,1,3,2,4,1,4
"367",367,20,"RL",NA,9500,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1963,1963,"Gable","CompShg","Plywood","Plywood","BrkFace",247,"TA","TA","CBlock","Gd","TA","No","BLQ",609,"Unf",0,785,1394,"GasA","Gd","Y","SBrkr",1394,0,0,1394,1,0,1,1,3,1,"TA",6,"Typ",2,"Gd","Attchd",1963,"RFn",2,514,"TA","TA","Y",0,76,0,0,185,0,NA,NA,NA,0,7,2009,"WD","Normal",159000,11.9766594812024,"2",0,0,NA,"0-100SF","50-100SF","0-50SF","$0-$200",0,1.5,3,"TA",2,6,1,1,"2",3,"TA",3,"Y",1,"0-30",3,1,1,2,10,11,2,1,2,3,2,4,3,1,4,3,1,0,4,6,2,4,1,5
"368",368,80,"RL",101,9150,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","SLvl",6,5,1962,1962,"Gable","Tar&Grv","Plywood","Plywood","BrkFace",305,"TA","TA","CBlock","Gd","TA","Gd","GLQ",371,"Unf",0,728,1099,"GasA","Gd","Y","SBrkr",1431,0,0,1431,0,1,1,0,3,1,"TA",6,"Typ",1,"Gd","Basment",1962,"RFn",1,296,"TA","TA","Y",64,110,0,0,0,0,NA,NA,NA,0,12,2008,"WD","Normal",165000,12.0137007528827,"1",0,0,NA,"0-100SF","100-150SF","0-50SF","$0-$200",0,1,3,"TA",2,6,1,0,"1",2,"TA",3,"Y",1,"60-90",3,1,1,6,10,11,2,2,2,3,2,4,3,4,6,2,1,0,3,5,2,4,1,5
